"date","close","open","high","low","volume","sma"
"14.07.2020",972.63,972.14,1000,950.41,"644.45K",359.44914
"13.07.2020",981.97,1053.99,1062.2,980,"539.16K",358.91126
"10.07.2020",1035.83,1020,1035.85,1001.61,"292.51K",358.36424
"09.07.2020",1018.41,1024.32,1024.32,993.62,"455.66K",357.76893
"08.07.2020",1015,1017.36,1019.99,1001.44,"386.10K",357.18789
"07.07.2020",1007.24,1000.44,1022.53,986.9,"408.46K",356.60883
"06.07.2020",995.93,1004.25,1034.24,991.13,"626.55K",356.03559
"02.07.2020",988.42,991.91,997.99,982.6,"316.77K",355.47131
"01.07.2020",977.14,985,993.05,968.83,"525.54K",354.91266
"30.06.2020",985.77,982,987.65,971.98,"301.00K",354.36299
"29.06.2020",980.83,970.3,986.78,950.36,"335.57K",353.80471
"26.06.2020",973.17,974.51,985.03,952.62,"500.85K",353.24982
"25.06.2020",971.44,951.57,972.18,949.62,"333.23K",352.70074
"24.06.2020",953.77,978.98,987.99,942,"460.30K",352.15221
"23.06.2020",977.49,995.3,998.11,976.38,"449.26K",351.61839
"22.06.2020",984.54,959,989,957.93,"502.15K",351.06255
"19.06.2020",952.96,929.19,961.99,922.5,"507.27K",350.49946
"18.06.2020",926.02,933.43,936.03,922.09,"439.85K",349.96346
"17.06.2020",935.73,960.24,966,928.66,"491.87K",349.4505
"16.06.2020",950.26,958.02,964.84,923.25,"623.58K",348.92797
"15.06.2020",924,885.86,940.38,877.02,"646.55K",348.39154
"12.06.2020",896.43,874.43,900.8,869.23,"761.71K",347.87761
"11.06.2020",855,873.62,889.87,845.86,"473.62K",347.38739
"10.06.2020",886.78,875.55,892,865,"448.33K",346.93335
"09.06.2020",866.43,849.75,876.73,848.69,"388.15K",346.45005
"08.06.2020",858.86,863.41,863.41,840.43,"571.40K",345.98412
"05.06.2020",866.93,850,871,839.52,"414.07K",345.52414
"04.06.2020",839.99,860,876.64,838.83,"452.71K",345.0561
"03.06.2020",853.52,862.73,872.79,851,"489.57K",344.61141
"02.06.2020",859.77,844.3,867,840,"469.01K",344.15376
"01.06.2020",844.08,852.05,859.6,842.27,"298.95K",343.68966
"29.05.2020",851.67,835,855,830.95,"555.38K",343.23886
"28.05.2020",827.16,817.11,838.43,811.21,"359.73K",342.7804
"27.05.2020",820.83,832.18,832.18,783.01,"647.72K",342.34323
"26.05.2020",834.17,859.14,864.05,828.32,"539.56K",341.91099
"22.05.2020",841.31,812.99,843.38,804.85,"440.68K",341.46591
"21.05.2020",814.71,824,829,802.11,"482.35K",341.01357
"20.05.2020",828.31,822,842.07,817.68,"526.67K",340.58449
"19.05.2020",805.96,801,827.2,799.59,"672.61K",340.14231
"18.05.2020",794.56,791.26,804.08,786.52,"426.16K",339.71961
"15.05.2020",775.05,768.96,782.64,765.32,"350.54K",339.30649
"14.05.2020",777.27,759.44,777.76,746.8,"487.43K",338.91036
"13.05.2020",768.54,765.61,777.98,753.12,"645.77K",338.51149
"12.05.2020",762.09,785.16,794.43,761.25,"512.68K",338.11985
"11.05.2020",781.11,780,805.84,776.59,"501.29K",337.73336
"08.05.2020",784.52,773.59,798.1,761.41,"629.40K",337.32882
"07.05.2020",772.02,750,772.72,738.67,"853.09K",336.92043
"06.05.2020",742.88,734,777.97,729.09,"2.36M",336.52271
"05.05.2020",620.94,618.85,633.9,610.83,"861.76K",336.15093
"04.05.2020",607.4,596.3,610.4,592.72,"415.83K",335.89014
"01.05.2020",605.52,571.4,609.81,570.01,"699.10K",335.64127
"30.04.2020",583.51,603.87,606.69,579.01,"604.47K",335.39368
"29.04.2020",602.42,605.01,611.76,591.04,"497.32K",335.16584
"28.04.2020",598.54,592.02,606.36,589,"456.83K",334.9202
"27.04.2020",589.47,591.43,593,575,"398.85K",334.67768
"24.04.2020",571.27,590.26,597.13,553.61,"728.61K",334.44307
"23.04.2020",586.71,609.01,614.99,582.13,"429.30K",334.22479
"22.04.2020",601.05,586.99,615,570.09,"669.96K",333.99187
"21.04.2020",573.38,595.72,598.15,562,"546.84K",333.74528
"20.04.2020",601.64,593.72,617.96,591,"550.71K",333.52381
"17.04.2020",597.5,626.18,628.13,582.8,"558.25K",333.27578
"16.04.2020",612.71,611.25,633.2,590.01,"932.90K",333.03113
"15.04.2020",588.64,551.87,595.84,540.9,"667.03K",332.77193
"14.04.2020",562.02,558.72,577.24,551.62,"644.48K",332.53457
"13.04.2020",543,528.02,546.99,517.01,"401.42K",332.32149
"09.04.2020",533.28,551.04,557.85,527.08,"497.03K",332.1257
"08.04.2020",544,536.25,548,527.08,"391.28K",331.93858
"07.04.2020",525.67,547.19,554.93,507.59,"711.51K",331.74113
"06.04.2020",506.16,473.88,509.25,470.09,"688.26K",331.56039
"03.04.2020",454.47,452.72,460.96,443.01,"868.47K",331.39752
"02.04.2020",462.87,445.47,472.2,443,"795.41K",331.28261
"01.04.2020",447.34,466,468.99,435.04,"965.92K",331.15963
"31.03.2020",488.58,475.86,499.9,473.5,"662.56K",331.05094
"30.03.2020",473.29,474.54,489.34,470.01,"640.07K",330.90345
"27.03.2020",471.43,476.19,485.07,457.53,"578.38K",330.77
"26.03.2020",489.56,490.05,497.95,468.43,"1.05M",330.63805
"25.03.2020",482.65,500,518.72,481.14,"880.18K",330.48883
"24.03.2020",490,483.74,504.45,480.89,"839.26K",330.34582
"23.03.2020",457.65,451.99,485,425.67,"897.68K",330.19563
"20.03.2020",452.88,472.88,525.53,451.5,"822.30K",330.07561
"19.03.2020",463.53,452.17,473.02,440.05,"673.04K",329.95987
"18.03.2020",452.17,450.61,496.1,422.22,"1.07M",329.83386
"17.03.2020",490.69,472.08,500,425.65,"1.12M",329.71834
"16.03.2020",467.32,455,507.16,451,"906.81K",329.56619
"13.03.2020",535.69,534.43,549.97,493.8,"1.23M",329.43587
"12.03.2020",502,496.22,520,472.25,"1.44M",329.24055
"11.03.2020",550.72,578.01,583.44,539.79,"580.50K",329.0768
"10.03.2020",599.07,566.35,599.08,546.03,"809.03K",328.86651
"09.03.2020",539.64,547.36,581.98,537.99,"1.05M",328.60991
"06.03.2020",614.51,600,618.06,585.89,"599.84K",328.40931
"05.03.2020",627.88,629.25,647.66,622.05,"403.41K",328.13709
"04.03.2020",653.63,647.6,658.95,642.39,"471.58K",327.85162
"03.03.2020",624.73,649.99,670,615.91,"606.77K",327.54106
"02.03.2020",642.11,621.24,643.4,613.39,"644.48K",327.25748
"28.02.2020",616.03,577.03,617,572.77,"1.05M",326.95676
"27.02.2020",600,614.86,633.17,600,"869.71K",326.6804
"26.02.2020",632.05,635.94,661.84,626.01,"1.29M",326.41885
"25.02.2020",630,698.64,702,626.9,"1.26M",326.1261
"24.02.2020",673.46,701.01,701.01,666.67,"1.28M",325.83476
"21.02.2020",735.6,739.88,747.42,721.49,"562.85K",325.50114
"20.02.2020",742.59,742.79,756.48,728,"730.96K",325.1072
"19.02.2020",742.74,733.76,745,732.14,"530.26K",324.70577
"18.02.2020",728.45,734.38,734.38,725,"914.88K",324.30343
"14.02.2020",735.01,720.87,735.24,718.06,"967.94K",323.91408
"13.02.2020",718.53,697.87,720.69,684.07,"1.11M",323.51765
"12.02.2020",699.82,656.88,700.96,655.81,"926.53K",323.13636
"11.02.2020",651.62,633.31,661.99,608.87,"1.45M",322.77242
"10.02.2020",658.23,647.1,660.97,646.15,"696.33K",322.45438
"07.02.2020",646.02,671,678.22,642.92,"960.39K",322.12933
"06.02.2020",671,689.4,689.4,668.49,"395.51K",321.81548
"05.02.2020",675.84,725.19,725.19,674.01,"654.26K",321.4768
"04.02.2020",709.86,691.44,711.16,684.22,"506.18K",321.13276
"03.02.2020",677.98,667,680.62,665.54,"341.11K",320.75499
"31.01.2020",663,670.99,670.99,660.93,"302.03K",320.40749
"30.01.2020",671.08,663.3,672.5,656.68,"266.96K",320.0739
"29.01.2020",668.61,678.99,681,666.02,"367.44K",319.73179
"28.01.2020",674.72,661.22,676.31,657.77,"359.63K",319.39142
"27.01.2020",653.86,647,655.41,636.37,"338.44K",319.04442
"24.01.2020",660.58,666.4,674.89,654.04,"272.97K",318.71714
"23.01.2020",663.33,660.93,669.99,653.38,"265.94K",318.38263
"22.01.2020",663.15,667.46,677.77,662.34,"357.22K",318.04478
"21.01.2020",658.46,665,666.77,647,"590.93K",317.70644
"17.01.2020",673.01,671.49,675,661.77,"359.20K",317.37204
"16.01.2020",666.46,665.83,667.11,653.37,"315.48K",317.02269
"15.01.2020",659.98,653.4,662.57,640.01,"592.39K",316.6791
"14.01.2020",652.07,690,693.98,649.24,"976.61K",316.3412
"13.01.2020",691.1,670.44,697.22,670.07,"660.95K",316.01043
"10.01.2020",669.48,653.79,670.15,648.63,"680.18K",315.64052
"09.01.2020",646.43,643.43,649.05,638.59,"413.87K",315.29122
"08.01.2020",633.44,625,637.82,624.55,"334.64K",314.96401
"07.01.2020",625,606.64,627.97,604.74,"481.97K",314.649
"06.01.2020",606.55,601.04,613.79,601,"209.82K",314.34172
"03.01.2020",607.8,602.62,609.84,600.06,"320.95K",314.05212
"02.01.2020",610.19,576.94,615.84,576.94,"588.24K",313.7607
"31.12.2019",571.94,582.79,582.79,568.94,"445.19K",313.46634
"30.12.2019",583.85,603.09,603.09,582.6,"333.93K",313.2094
"27.12.2019",599.24,598.9,605.94,593.64,"309.25K",312.94011
"26.12.2019",597.24,595,597.66,595,"175.01K",312.65495
"24.12.2019",594.53,594.15,599,593.43,"109.00K",312.37122
"23.12.2019",594.14,595.07,602.75,593.01,"264.81K",312.08962
"20.12.2019",592.54,582.87,593,574.19,"550.55K",311.80785
"19.12.2019",582.55,581.93,586.58,578.01,"556.30K",311.52712
"18.12.2019",582,586.66,589.41,576.85,"464.78K",311.25583
"17.12.2019",585.84,584.85,586.29,577,"253.18K",310.98454
"16.12.2019",582.18,571,585.58,567.02,"379.64K",310.70886
"13.12.2019",567.67,583.05,591.98,566.07,"631.37K",310.4363
"12.12.2019",579.98,582.96,591.69,578.5,"365.45K",310.17777
"11.12.2019",580.31,589,589,570,"462.49K",309.90634
"10.12.2019",586.69,583.44,591.57,581.06,"306.65K",309.63403
"09.12.2019",584.56,584.75,595.25,583.07,"366.61K",309.35474
"06.12.2019",583,584.43,590.64,580.51,"315.53K",309.07703
"05.12.2019",578.52,575,580.98,572.3,"266.59K",308.80034
"04.12.2019",575.24,580.77,582.57,574.02,"251.32K",308.52762
"03.12.2019",575.24,570.43,577.29,567.17,"431.16K",308.25767
"02.12.2019",580,579.87,580.33,555.88,"529.79K",307.98717
"29.11.2019",580.58,590.79,598.55,578,"297.87K",307.7113
"27.11.2019",589.4,586.25,590,580,"229.95K",307.43427
"26.11.2019",583.15,582.05,586.99,576.14,"553.38K",307.14772
"25.11.2019",585,567.23,587.5,566.97,"474.57K",306.86695
"22.11.2019",565.5,564.63,567.47,554.5,"434.59K",306.58372
"21.11.2019",562,548.62,563.63,546.48,"641.76K",306.31979
"20.11.2019",547.85,535,547.98,533.48,"585.84K",306.05889
"19.11.2019",536.33,533.3,537.31,518.19,"517.05K",305.81191
"18.11.2019",533.01,550.11,552.32,530.35,"624.88K",305.57621
"15.11.2019",550.1,541.1,551.64,538,"865.95K",305.34342
"14.11.2019",536.54,512.86,539.68,512.21,"877.81K",305.09264
"13.11.2019",513.73,499,515.43,496.6,"731.04K",304.85526
"12.11.2019",499.5,498.13,504.94,495.95,"727.21K",304.64081
"11.11.2019",497.62,491.42,499.2,489.58,"264.34K",304.44054
"08.11.2019",494.42,490.52,498.64,490.52,"390.65K",304.2418
"07.11.2019",491.99,487.45,499.78,485.45,"454.34K",304.04594
"06.11.2019",482.95,485.1,504.55,481.77,"628.97K",303.85219
"05.11.2019",485.06,485.41,497.39,477.21,"677.43K",303.66736
"04.11.2019",485.79,498.84,499.98,470.1,"1.37M",303.47997
"01.11.2019",490,520.1,531.9,488.37,"2.17M",303.29144
"31.10.2019",521.52,551.38,554.99,514,"973.56K",303.09816
"30.10.2019",551.05,542.01,552,535,"317.21K",302.87181
"29.10.2019",542.01,536.9,544.62,530,"273.01K",302.61437
"28.10.2019",540.03,554,558.34,539,"415.91K",302.36577
"25.10.2019",549.81,550,559.48,547.5,"272.11K",302.11872
"24.10.2019",551.62,545.48,554.96,543.19,"199.53K",301.86098
"23.10.2019",541.41,533.96,548.33,533.96,"237.32K",301.60081
"22.10.2019",536.89,545.49,551.07,535.16,"276.53K",301.35075
"21.10.2019",545.38,537.1,546.94,536.92,"253.78K",301.10489
"18.10.2019",536.27,549.91,549.91,534.15,"306.75K",300.84963
"17.10.2019",549.25,555.45,558.97,548.46,"383.22K",300.60338
"16.10.2019",548.98,567.06,567.06,545,"406.88K",300.34302
"15.10.2019",566.55,559.77,572.93,556.65,"419.38K",300.08239
"14.10.2019",555.58,552.98,558.59,551.48,"216.45K",299.80278
"11.10.2019",554.21,552.45,560.98,548.5,"492.94K",299.53411
"10.10.2019",542.41,530,547.41,530,"408.31K",299.26631
"09.10.2019",532.03,530,537.57,522.69,"432.33K",299.01037
"08.10.2019",525.63,544.3,545.47,523.78,"340.95K",298.76483
"07.10.2019",548.87,556.12,559.48,544.67,"276.41K",298.52552
"04.10.2019",559.22,560.56,568.09,549.6,"242.00K",298.26116
"03.10.2019",558.19,542.88,559.18,531.01,"313.15K",297.98531
"02.10.2019",544.09,551.45,551.79,538.89,"273.23K",297.70996
"01.10.2019",550.43,550.55,563.54,546,"325.84K",297.44896
"30.09.2019",551.23,545.84,551.98,536.06,"374.30K",297.18069
"27.09.2019",541.52,554.83,554.83,534.37,"339.73K",296.911
"26.09.2019",549.86,552.24,553.49,540.84,"315.40K",296.65105
"25.09.2019",551.87,534.53,553.89,531.95,"368.98K",296.38168
"24.09.2019",537.29,542.54,554.98,534.1,"479.83K",296.1096
"23.09.2019",540.09,544.31,547.78,536.37,"339.88K",295.85247
"20.09.2019",547.97,549,558.18,543.12,"494.56K",295.59181
"19.09.2019",549.31,542.5,556.53,541.85,"454.33K",295.32218
"18.09.2019",542.52,548.28,551.58,530.76,"573.69K",295.05053
"17.09.2019",549.98,553.12,559.06,546.99,"433.25K",294.78558
"16.09.2019",554.05,557.55,561,548.72,"514.78K",294.51206
"13.09.2019",566.83,571.01,573.97,563.19,"415.63K",294.23358
"12.09.2019",571.73,568.44,573.77,559.99,"371.81K",293.94078
"11.09.2019",560.88,551.05,574.09,543.76,"672.89K",293.64209
"10.09.2019",549.17,550,559,536.26,"1.07M",293.35442
"09.09.2019",571.13,608.4,608.4,555.93,"583.89K",293.07876
"06.09.2019",597.79,605.36,608.99,594.58,"198.38K",292.77881
"05.09.2019",605.69,602.02,612.83,597.16,"306.88K",292.44943
"04.09.2019",590,586,594.79,581.29,"379.24K",292.11079
"03.09.2019",581,587.19,592.94,573.92,"420.91K",291.7884
"30.08.2019",594.6,602.4,604.99,584.62,"290.21K",291.47506
"29.08.2019",593.49,590.79,596.8,578.85,"394.96K",291.14629
"28.08.2019",588.15,593.41,593.76,584.06,"385.68K",290.81801
"27.08.2019",594.13,609.75,614.79,591.75,"507.73K",290.49483
"26.08.2019",602.62,605.97,612.88,599.82,"332.05K",290.16443
"23.08.2019",598.18,613.89,619.74,595,"408.06K",289.82406
"22.08.2019",619.4,626.06,630.88,608.49,"278.05K",289.4878
"21.08.2019",629.83,622.52,634.54,620.01,"348.45K",289.12763
"20.08.2019",612.3,603.36,620.32,596.62,"362.19K",288.75528
"19.08.2019",603.35,637.44,639.69,597.34,"614.70K",288.40129
"16.08.2019",624.53,623,631.38,619.01,"354.19K",288.05633
"15.08.2019",613.25,620.99,628.5,604.54,"414.13K",287.68739
"14.08.2019",620,620.99,632.36,616.36,"464.94K",287.33002
"13.08.2019",637.57,644.89,656.14,627.03,"801.83K",286.96445
"12.08.2019",623.65,612.56,633.04,585.74,"1.76M",286.57875
"09.08.2019",690.1,682.69,698.98,675.09,"544.42K",286.20752
"08.08.2019",688.1,645,693.84,640,"1.14M",285.76222
"07.08.2019",613.54,596.98,614.96,581.13,"638.08K",285.31813
"06.08.2019",601.04,588.53,601.99,586.88,"566.02K",284.95546
"05.08.2019",574.25,598.52,602.66,567.39,"887.18K",284.60581
"02.08.2019",614.71,622.63,625,609.6,"341.77K",284.28505
"01.08.2019",626.45,624.53,648.55,617.02,"455.92K",283.91873
"31.07.2019",621.42,636.9,643.44,614.13,"427.11K",283.53856
"30.07.2019",633.78,646.73,650.05,629.63,"467.10K",283.16313
"29.07.2019",653.39,656.13,658.3,646.01,"312.91K",282.77313
"26.07.2019",654.71,650,662.9,647.14,"397.64K",282.36041
"25.07.2019",652.5,662.46,666.18,650.86,"558.34K",281.94531
"24.07.2019",660,631.34,660.3,627.54,"582.03K",281.53174
"23.07.2019",634.83,638.59,641.61,623.3,"417.10K",281.10887
"22.07.2019",636.51,631.4,640.95,630,"316.48K",280.71321
"19.07.2019",626.7,652.99,657.19,626.35,"479.28K",280.31478
"18.07.2019",648.67,630.13,650.9,629.98,"581.00K",279.92646
"17.07.2019",631.73,632.95,640.89,623.26,"383.91K",279.5126
"16.07.2019",633.95,649.78,652.98,630,"571.96K",279.11685
"15.07.2019",645.11,649.25,660.63,639.95,"636.76K",278.71772
"12.07.2019",644.79,633.85,647.86,628.76,"514.70K",278.30511
"11.07.2019",634.29,632.21,638.71,625.67,"467.75K",277.89194
"10.07.2019",633.33,646,654.17,619.5,"755.09K",277.48968
"09.07.2019",640.56,626.83,641.17,624.81,"339.37K",277.0876
"08.07.2019",629.97,635.71,635.71,624.22,"313.74K",276.67644
"05.07.2019",638.18,628,641.57,621.63,"300.94K",276.27633
"03.07.2019",633.52,630.98,633.52,619.01,"207.50K",275.86601
"02.07.2019",626.98,616,631.55,613.53,"425.09K",275.46005
"01.07.2019",619.31,627.19,637,612.38,"501.52K",275.06059
"28.06.2019",611.77,613.12,613.12,603.1,"375.09K",274.66895
"27.06.2019",610.67,608.83,614.39,607.34,"573.63K",274.28501
"26.06.2019",609.22,625.32,625.32,605.56,"462.16K",273.90145
"25.06.2019",614.54,623.43,624.99,609,"389.10K",273.51866
"24.06.2019",621.8,633.88,637.37,619.13,"357.67K",273.12893
"21.06.2019",630.65,635.92,644.71,624.89,"454.92K",272.72999
"20.06.2019",636.44,659.36,672.55,619.15,"581.88K",272.32
"19.06.2019",641.39,623.42,643.97,616.19,"390.92K",271.90243
"18.06.2019",622.75,626.72,632.09,621.68,"465.26K",271.47822
"17.06.2019",618.85,620.93,623.45,612.24,"460.03K",271.07446
"14.06.2019",616,632.87,635.59,609.41,"622.00K",270.67426
"13.06.2019",635.59,630,635.71,616.83,"568.00K",270.27642
