"date","close","open","high","low","volume","sma"
"15.12.2020",255.11,255.5,255.5,252.33,"16.60M",163.02729
"14.12.2020",256.03,260.1,260.7,256.03,"18.37M",162.95362
"11.12.2020",264.54,264.29,265.32,262.5,"7.77M",162.8791
"10.12.2020",264.87,262.32,266.04,261.35,"10.29M",162.79764
"09.12.2020",263.8,267.56,267.91,263.1,"8.95M",162.71579
"08.12.2020",266.09,265.65,268.29,263.91,"9.45M",162.63466
"07.12.2020",264,265.44,265.91,262.68,"11.39M",162.55157
"04.12.2020",267.25,271.02,271.3,266.27,"15.53M",162.47002
"03.12.2020",266.91,263.61,268.51,263.22,"15.52M",162.38572
"02.12.2020",261.32,262,262.98,260.18,"13.92M",162.30156
"01.12.2020",264.01,265.47,265.67,261.57,"14.08M",162.22177
"30.11.2020",263.36,268.65,268.89,262.62,"30.48M",162.13969
"27.11.2020",276.48,278.38,278.79,275.78,"9.58M",162.05799
"25.11.2020",277.72,275.7,279.33,274.05,"15.23M",161.96557
"24.11.2020",279.96,276,280.19,272.81,"20.66M",161.87199
"23.11.2020",270.11,274.82,275.39,266.5,"25.32M",161.77645
"22.11.2020",270.74,270.74,270.74,270.74,"-",161.68873
"20.11.2020",270.74,263.97,272.37,261.9,"34.18M",161.60036
"19.11.2020",259.89,254.82,261.4,253.6,"20.75M",161.51184
"18.11.2020",255.83,257.76,258.29,252.63,"28.31M",161.43199
"17.11.2020",256.8,260.28,260.28,256.54,"19.56M",161.3553
"16.11.2020",258.31,260.42,262.57,257.03,"20.30M",161.27771
"15.11.2020",260.84,260.84,260.84,260.84,"-",161.19876
"14.11.2020",260.84,260.84,260.84,260.84,"-",161.11761
"13.11.2020",260.84,265,265,257.27,"33.92M",161.03634
"12.11.2020",264.31,270.89,271.2,263.06,"27.18M",160.95493
"11.11.2020",265.65,261.66,271.88,261.4,"41.70M",160.87056
"10.11.2020",266.54,279.74,279.74,264.6,"61.06M",160.78496
"09.11.2020",290.53,303.87,303.87,290.53,"22.56M",160.69849
"06.11.2020",299.95,291.49,300.89,289.79,"25.26M",160.59224
"05.11.2020",287.75,289.83,290.67,279.62,"49.89M",160.47811
"04.11.2020",295.71,288.1,299.15,285.5,"28.79M",160.37379
"03.11.2020",285.57,286.11,294.28,280.87,"58.13M",160.26276
"02.11.2020",310.84,311.18,311.18,305.6,"11.86M",160.15989
"30.10.2020",304.69,308.55,310.83,300.19,"14.92M",160.03607
"29.10.2020",312.56,309.44,315.58,308.91,"11.17M",159.91711
"28.10.2020",307.94,312.11,312.87,306.15,"13.64M",159.79148
"27.10.2020",317.14,307.39,319.28,305.73,"13.18M",159.66945
"26.10.2020",306.87,309.5,315.32,303.28,"9.35M",159.53963
"23.10.2020",309.92,307.27,310.33,304.06,"6.23M",159.41807
"22.10.2020",306.28,310.81,311.25,304.24,"8.01M",159.29379
"21.10.2020",307.97,311.85,313.95,307.7,"11.14M",159.17231
"20.10.2020",309.81,308.02,311.8,307.11,"8.81M",159.04924
"19.10.2020",305.29,309.52,313.48,303.46,"14.11M",158.92444
"16.10.2020",307.31,304.07,310,303,"12.35M",158.80317
"15.10.2020",299.46,293.57,299.86,292.79,"9.71M",158.68003
"14.10.2020",301.04,309,309.96,300.8,"14.76M",158.5632
"13.10.2020",308.78,306.62,310,303.04,"10.90M",158.44487
"12.10.2020",306.34,303.84,309.59,301.43,"14.78M",158.3199
"09.10.2020",299.74,298.55,302.61,297.74,"11.44M",158.19676
"08.10.2020",300.54,298.01,302.21,295.48,"15.11M",158.0789
"07.10.2020",296.5,297.85,299.42,293.01,"16.67M",157.96018
"06.10.2020",292.39,287.1,296.83,286.91,"15.86M",157.84464
"05.10.2020",288.27,289.06,290,284.88,"17.88M",157.73233
"02.10.2020",288.17,286.62,291.98,286.51,"11.48M",157.62327
"01.10.2020",290.05,295.03,295.48,288.28,"16.30M",157.51412
"30.09.2020",293.98,284.01,295,283.71,"24.41M",157.40321
"29.09.2020",276.93,274.97,279.26,274.97,"7.68M",157.28883
"28.09.2020",276.01,275.26,278.79,274.25,"8.76M",157.18854
"25.09.2020",271.09,267.57,271.81,264.56,"11.47M",157.08886
"24.09.2020",269.73,267.6,271.2,267.5,"9.56M",156.99314
"23.09.2020",272.95,275.3,277.76,271.55,"7.35M",156.8984
"22.09.2020",275.29,276.32,276.32,270.06,"9.67M",156.8008
"21.09.2020",273.82,269.13,274.19,266.52,"9.08M",156.70106
"18.09.2020",272.41,275.98,277.27,270.55,"11.75M",156.60239
"17.09.2020",275.72,273.3,275.85,272.33,"8.02M",156.50475
"16.09.2020",278.14,281.21,283.55,278,"9.59M",156.40414
"15.09.2020",277.96,277.72,279.07,274.84,"8.29M",156.30133
"14.09.2020",274.1,275.37,276.26,271.8,"7.88M",156.19849
"11.09.2020",271.61,272.63,274.53,268.12,"9.41M",156.09874
"10.09.2020",267.55,275.25,277.1,267.44,"10.68M",156.00093
"09.09.2020",273.15,274.71,275.62,271,"9.47M",155.9064
"08.09.2020",270.02,269.52,273.94,266.7,"12.73M",155.80696
"04.09.2020",281.39,279.6,283.78,267.39,"15.89M",155.71
"03.09.2020",282.5,288.84,290.68,278.24,"16.77M",155.60322
"02.09.2020",296.07,299,299,289.89,"12.64M",155.49531
"01.09.2020",298,289.2,298,288.87,"13.49M",155.37568
"31.08.2020",287.03,288.11,288.66,283.63,"13.25M",155.25419
"28.08.2020",289,285.09,289.5,283.57,"9.69M",155.14185
"27.08.2020",284.17,290.01,290.01,282.15,"14.81M",155.02764
"26.08.2020",291.96,288.93,292.47,284.11,"19.53M",154.91735
"25.08.2020",286,278.01,289.05,276.05,"27.54M",154.80022
"24.08.2020",276.02,273.17,276.95,271.72,"22.48M",154.68799
"21.08.2020",265.8,259.03,267.43,258.31,"25.65M",154.58411
"20.08.2020",257.97,256.79,258.8,254.39,"21.46M",154.48881
"19.08.2020",260.59,260.74,261.19,257.48,"14.10M",154.40006
"18.08.2020",259.2,258.88,261.37,256.07,"13.27M",154.30891
"17.08.2020",256.96,252.88,257.35,250.19,"9.76M",154.2188
"14.08.2020",253.97,255.49,255.77,251.64,"7.88M",154.13046
"13.08.2020",253.72,256.45,256.97,252.93,"8.79M",154.04454
"12.08.2020",255.19,249.25,256.07,248.76,"11.12M",153.95868
"11.08.2020",248.42,251.33,252.85,247.91,"10.68M",153.87141
"10.08.2020",248.13,249.69,251.7,246.14,"13.62M",153.78984
"07.08.2020",252.1,257.41,257.76,247.57,"22.53M",153.70837
"06.08.2020",265.68,263.48,265.69,259.22,"10.36M",153.62333
"05.08.2020",264.91,263.13,265.97,261.76,"10.73M",153.52639
"04.08.2020",262.2,260.16,262.55,258.92,"10.99M",153.42996
"03.08.2020",257.94,254.38,260.62,254.38,"11.53M",153.3357
"31.07.2020",251.02,254.2,254.4,248.1,"12.31M",153.24498
"30.07.2020",252.74,251.6,253.83,249.69,"7.03M",153.1601
"29.07.2020",252.45,250.34,254.3,250.1,"11.49M",153.07359
"28.07.2020",249.05,251.23,251.64,248.56,"9.88M",152.98717
"27.07.2020",250.86,247,252.79,245.9,"18.97M",152.90357
"24.07.2020",249,244.96,249.48,241.89,"17.22M",152.81824
"23.07.2020",251.88,252.12,257.56,248.79,"25.71M",152.73439
"22.07.2020",251.7,255.74,256.25,249.64,"19.68M",152.64787
"21.07.2020",257.9,261.05,261.88,256.59,"17.13M",152.56136
"20.07.2020",254.81,256.45,257.67,252.43,"19.01M",152.46928
"17.07.2020",247.14,246.55,247.93,244.48,"18.75M",152.37975
"16.07.2020",242.5,242.21,244.96,240.78,"18.03M",152.29677
"15.07.2020",249.21,250.96,252.4,246.63,"12.61M",152.21771
"14.07.2020",248.58,246.3,249.6,241.42,"19.78M",152.13263
"13.07.2020",251.67,261.47,265.58,250.77,"21.57M",152.04795
"10.07.2020",261.01,260.21,261.9,255.71,"20.34M",151.96041
"09.07.2020",261.58,265.04,267.96,256,"36.80M",151.8645
"08.07.2020",257.68,244.89,258.46,244.16,"39.92M",151.76792
"07.07.2020",236.51,241.01,241.3,236.13,"16.49M",151.67461
"06.07.2020",240,233.25,240.45,232.82,"33.70M",151.5998
"02.07.2020",223.6,221.85,225.02,220.06,"18.13M",151.52177
"01.07.2020",215.95,215.81,216.55,214.74,"11.79M",151.4581
"30.06.2020",215.7,215.85,216.4,212.93,"12.93M",151.40108
"29.06.2020",215.02,215.14,216.06,211.89,"12.33M",151.34418
"26.06.2020",215.71,222.21,222.26,213.5,"19.34M",151.28778
"25.06.2020",222.16,224.69,224.69,220.95,"14.95M",151.23066
"24.06.2020",226.22,228.63,230.93,224.27,"12.16M",151.16773
"23.06.2020",228.75,225.11,230.22,224.54,"18.26M",151.10107
"22.06.2020",221.41,220.78,222.03,219.48,"13.30M",151.03205
"19.06.2020",220.64,226.38,226.5,220.09,"19.55M",150.96944
"18.06.2020",223.54,223.71,225.96,222.93,"10.36M",150.9074
"17.06.2020",224.25,224.17,224.98,222.52,"12.49M",150.84266
"16.06.2020",222.62,221,224.84,220.1,"16.95M",150.77718
"15.06.2020",217.03,214.04,217.7,212.84,"17.42M",150.71304
"12.06.2020",217.64,218.5,219.5,213.88,"12.72M",150.65377
"11.06.2020",215.24,217.59,219.91,213.57,"15.56M",150.59386
"10.06.2020",223.68,222.27,225,220.61,"13.37M",150.53598
"09.06.2020",220.72,217.1,220.72,216.67,"14.14M",150.47044
"08.06.2020",219,219.48,220.3,215.37,"12.73M",150.40743
"05.06.2020",219.55,220,220.59,218.7,"11.98M",150.34586
"04.06.2020",218.04,217.25,219.98,216.34,"14.96M",150.28368
"03.06.2020",218.61,215.61,218.95,213.88,"20.00M",150.22275
"02.06.2020",214.33,207.21,214.5,207.21,"22.49M",150.1612
"01.06.2020",206.57,205.91,207.15,203.98,"16.17M",150.10339
"29.05.2020",207.39,200,207.88,196.7,"43.21M",150.05247
"28.05.2020",199.49,198.52,202.35,197.66,"18.79M",150.00072
"27.05.2020",201.18,202.64,202.64,196.77,"23.61M",149.95602
"26.05.2020",201.72,205.96,206.69,201.16,"28.68M",149.9097
"22.05.2020",199.7,203.23,204.88,198.99,"51.98M",149.86281
"21.05.2020",212.16,210.91,214.51,209.54,"29.85M",149.81767
"20.05.2020",216.79,220.12,221.1,210.78,"38.32M",149.76115
"19.05.2020",217.2,217,220.57,215.31,"21.44M",149.70033
"18.05.2020",215.28,212.3,215.47,210.51,"23.65M",149.63902
"15.05.2020",203.68,200.43,204.47,200.16,"17.21M",149.57935
"14.05.2020",201.3,195.1,201.67,194.06,"20.03M",149.53012
"13.05.2020",199.46,203.73,204.67,198,"22.43M",149.48297
"12.05.2020",200.31,206.95,208.05,200.02,"17.83M",149.43741
"11.05.2020",205.4,202.78,206.64,202.38,"17.92M",149.39099
"08.05.2020",201.19,199.8,203.02,198.68,"23.83M",149.33984
"07.05.2020",196.49,198,198.09,194.78,"16.16M",149.29245
"06.05.2020",195.17,197.67,198.91,194.93,"18.60M",149.24927
"05.05.2020",195.02,196.38,198.27,194.2,"22.96M",149.20722
"04.05.2020",191.15,194.76,195,189.53,"25.71M",149.16522
"01.05.2020",194.48,195.75,197.38,192.86,"22.28M",149.12671
"30.04.2020",202.67,206.25,206.7,199.29,"20.11M",149.08506
"29.04.2020",206.7,202.93,207.08,202.51,"19.12M",149.03581
"28.04.2020",201.15,204.81,205.19,199.41,"17.20M",148.98276
"27.04.2020",203.69,207.55,207.78,202.03,"17.29M",148.93472
"24.04.2020",204.36,205.89,206.5,202.82,"14.68M",148.88426
"23.04.2020",205.24,210.24,210.56,203.46,"20.42M",148.83308
"22.04.2020",209.96,212,212,209.21,"13.49M",148.781
"21.04.2020",207.34,209.9,212.13,205.03,"14.11M",148.72445
"20.04.2020",212.13,209.87,216.1,209.36,"19.30M",148.67023
"17.04.2020",209.5,214.98,214.98,208.85,"13.56M",148.61147
"16.04.2020",212.66,210.53,213.25,209.12,"16.35M",148.55504
"15.04.2020",208.17,204.77,209.15,201.31,"10.77M",148.49558
"14.04.2020",204.78,204.95,207.97,204.25,"16.76M",148.44017
"13.04.2020",199.44,197.4,200.32,195.53,"16.12M",148.38781
"09.04.2020",196.37,198.65,200.35,193.4,"17.82M",148.34032
"08.04.2020",195.98,198.34,198.86,193.88,"13.61M",148.2956
"07.04.2020",198,200.05,201.45,197.05,"14.93M",148.25116
"06.04.2020",196.45,194.74,196.88,192.7,"13.25M",148.20475
"03.04.2020",187.11,190.12,190.55,185.41,"9.48M",148.1597
"02.04.2020",188.9,186.08,191.3,185.69,"13.41M",148.1233
"01.04.2020",187.56,189.5,192.87,185.04,"17.95M",148.08515
"31.03.2020",194.48,192,196.79,190.6,"19.08M",148.04819
"30.03.2020",191.27,187.48,191.48,187.01,"12.25M",148.00468
"27.03.2020",188.59,189.38,192.66,188.02,"13.38M",147.96409
"26.03.2020",195.32,187.92,195.71,187.92,"15.43M",147.92594
"25.03.2020",188.56,186,195.13,185.62,"19.61M",147.8814
"24.03.2020",185.75,183.07,188.8,181.26,"20.80M",147.84313
"23.03.2020",176.34,175.27,178.5,169.95,"22.55M",147.80744
"20.03.2020",181.3,187.74,188.3,180,"21.01M",147.78055
"19.03.2020",180.88,180.02,187.22,177.5,"20.91M",147.74892
"18.03.2020",180,176,182.36,170.03,"22.05M",147.71764
"17.03.2020",184.81,181.26,189.39,179.69,"19.28M",147.68713
"16.03.2020",178.85,176.15,188,174.5,"26.63M",147.65201
"13.03.2020",194,194.9,195.99,187.81,"23.65M",147.62246
"12.03.2020",185.1,186.5,190.49,183.93,"30.25M",147.5785
"11.03.2020",198.91,201.65,203.1,196.11,"18.93M",147.5429
"10.03.2020",206.39,205.53,207.45,200.8,"19.02M",147.49412
"09.03.2020",197.66,195.62,199.89,193.93,"25.50M",147.43814
"06.03.2020",204.64,206.7,207,201.1,"21.70M",147.39035
"05.03.2020",211.46,210,215.15,209.14,"13.46M",147.33583
"04.03.2020",211.96,209.49,212.7,208.85,"12.47M",147.2747
"03.03.2020",207.41,211.08,211.39,202.24,"20.81M",147.21298
"02.03.2020",210.98,208.59,211.11,203.76,"21.54M",147.15548
"28.02.2020",208,198.98,208.92,198.56,"31.28M",147.09446
"27.02.2020",205.03,205.01,209.97,201.86,"22.74M",147.03618
"26.02.2020",208.74,206.8,213.08,206.79,"19.54M",146.98063
"25.02.2020",205.61,208.51,209.95,204.1,"18.13M",146.92142
"24.02.2020",206.16,203.55,207.28,202.51,"19.38M",146.8651
"21.02.2020",212.59,217.54,217.6,211.56,"17.70M",146.80814
"20.02.2020",218.04,222.5,222.5,214.22,"14.95M",146.74488
"19.02.2020",222.14,221.52,223.56,220.75,"10.80M",146.67627
"18.02.2020",220.52,218.55,220.85,217.51,"13.02M",146.60356
"14.02.2020",219.63,221.1,221.64,218.23,"10.69M",146.53229
"13.02.2020",220.36,220,225,218.99,"28.07M",146.46173
"12.02.2020",224.31,221.13,225.52,220.21,"18.67M",146.39033
"11.02.2020",217.21,219.91,220.01,215.29,"16.07M",146.31497
"10.02.2020",215.77,213.5,215.77,212.2,"17.42M",146.24634
"07.02.2020",216.53,217.46,217.84,214.88,"13.79M",146.17897
"06.02.2020",220.9,223.13,223.65,219.78,"10.79M",146.11074
"05.02.2020",220.22,226.52,226.7,217.54,"15.77M",146.03813
"04.02.2020",222.88,221.35,224.38,220.49,"16.70M",145.96603
"03.02.2020",213.1,208.67,215.02,208.67,"14.13M",145.89122
"31.01.2020",206.59,206.5,207.93,204.73,"18.18M",145.82577
"30.01.2020",208.58,207.88,209.86,205.03,"14.38M",145.76655
"29.01.2020",212.02,212.56,213.98,209.52,"12.90M",145.70527
"28.01.2020",210.23,209.74,210.91,207.17,"16.20M",145.64051
"27.01.2020",205.47,201.22,208.02,199.5,"24.57M",145.57737
"24.01.2020",213.75,218.49,219.83,211.33,"18.14M",145.51877
"23.01.2020",219.13,217.93,220.13,216.77,"18.52M",145.45194
"22.01.2020",222.37,224.69,225.58,222,"10.06M",145.37971
"21.01.2020",222.26,222.45,222.6,220.73,"15.83M",145.30415
"17.01.2020",227.43,225.9,228,225.35,"12.96M",145.22856
"16.01.2020",223.94,226.3,226.33,222.73,"13.71M",145.14773
"15.01.2020",225.06,226.65,227.82,224.39,"10.74M",145.07018
"14.01.2020",226.49,230.05,230.18,224.88,"17.30M",144.99137
"13.01.2020",230.48,228.81,231.14,227.04,"17.57M",144.911
"10.01.2020",223.83,223.9,225.96,222.06,"12.30M",144.82653
"09.01.2020",221.78,221.5,223.08,220.82,"13.14M",144.74846
"08.01.2020",218,216.6,220.65,216.32,"11.98M",144.67227
"07.01.2020",217.63,217.64,218.94,216.69,"9.54M",144.59966
"06.01.2020",216.64,214.89,217.16,214.09,"11.89M",144.52728
"03.01.2020",217,216.35,218.2,216.01,"8.61M",144.45574
"02.01.2020",219.77,216.6,219.98,216.54,"15.88M",144.3837
"31.12.2019",212.1,212,213.64,210.73,"6.78M",144.30877
"30.12.2019",212.91,215.78,215.78,211.76,"8.75M",144.24131
"27.12.2019",215.47,217.99,218.11,215.17,"11.68M",144.17292
"26.12.2019",216.38,214.65,216.99,214.33,"6.92M",144.10183
"24.12.2019",214.26,215.01,215.43,213.35,"5.52M",144.0297
"23.12.2019",214.83,213.25,215.05,212.91,"12.54M",143.95954
"20.12.2019",212.25,211.35,213.98,210.42,"26.67M",143.88867
"19.12.2019",210.13,209.61,211.37,209.23,"12.17M",143.82024
"18.12.2019",210,208.53,210.05,208.04,"13.50M",143.7538
"17.12.2019",208.18,208.69,208.87,206.82,"11.30M",143.68735
"16.12.2019",206.97,206.33,209.15,206.19,"16.74M",143.6226
"13.12.2019",204.91,205.76,207.1,203.77,"19.28M",143.55893
"12.12.2019",204.5,203.71,206,202,"22.49M",143.49721
"11.12.2019",204.64,201.1,204.8,200.72,"11.77M",143.43578
"10.12.2019",200.45,200.71,202.48,199.23,"11.64M",143.37408
"09.12.2019",198.74,200.32,203.43,198.55,"14.34M",143.31649
"06.12.2019",201.89,201.11,202,199.51,"14.10M",143.26051
"05.12.2019",200,196.93,200.94,196.43,"22.31M",143.20122
"04.12.2019",193.74,195.53,196.66,193.23,"14.86M",143.14373
"03.12.2019",194.9,190.97,195,189.85,"18.44M",143.09247
"02.12.2019",196.31,198.58,198.67,193.51,"19.41M",143.03993
"29.11.2019",200,199.81,200.43,198.35,"18.59M",142.98585
"27.11.2019",200.82,197.24,200.98,197,"33.13M",142.92791
"26.11.2019",194.7,190.39,195,189.04,"51.89M",142.86901
"25.11.2019",190.45,188.32,190.72,187.88,"19.19M",142.81623
"22.11.2019",186.78,185.8,186.78,183.94,"10.54M",142.76768
"21.11.2019",184.86,181.77,184.89,181.6,"10.25M",142.72277
"20.11.2019",182.35,183.67,183.7,181.06,"16.69M",142.67972
"19.11.2019",185.25,186.31,186.71,183.87,"13.46M",142.63916
"18.11.2019",184.61,186.98,186.98,184.16,"11.83M",142.59555
"15.11.2019",185.49,184,185.6,183.71,"11.31M",142.5525
"14.11.2019",182.8,182.87,184.5,181.32,"12.75M",142.50846
"13.11.2019",182.48,185.47,185.67,181,"15.43M",142.46709
"12.11.2019",186.97,185.91,187.65,185.14,"11.80M",142.42597
"11.11.2019",186.71,184.82,187.2,181.37,"20.57M",142.38014
"08.11.2019",187.16,187.9,188.28,185.15,"19.74M",142.33449
"07.11.2019",186.66,187.07,188.07,184.69,"20.16M",142.28828
"06.11.2019",184.16,183.61,185,182.2,"14.83M",142.24249
"05.11.2019",182,181.42,183.2,180.31,"23.69M",142.19918
"04.11.2019",179.69,180.66,182.4,178.02,"44.54M",142.15802
"01.11.2019",176.46,179.01,182.12,176.06,"28.92M",142.11917
"31.10.2019",176.67,179.16,179.24,175.5,"15.12M",142.08359
"30.10.2019",177.53,175.42,177.88,173.94,"10.21M",142.04771
"29.10.2019",176.89,177.06,177.74,175.44,"8.03M",142.01086
"28.10.2019",178.68,176.5,179.64,176.41,"11.74M",141.9746
"25.10.2019",174.31,171.56,175.81,170.88,"9.89M",141.93641
"24.10.2019",172.55,171.28,172.75,170.21,"7.44M",141.90269
"23.10.2019",169.92,170.45,171.04,168.12,"8.91M",141.87073
"22.10.2019",169.89,174.53,175.36,169.26,"10.92M",141.84145
"21.10.2019",173.52,172.64,173.91,170.87,"9.06M",141.81214
"18.10.2019",169.13,176,176.23,169,"14.59M",141.77897
"17.10.2019",176.85,178,178.59,175.23,"8.03M",141.75034
"16.10.2019",177.12,175.8,177.35,174.12,"10.90M",141.71354
"15.10.2019",175.29,172.91,176.75,172.69,"13.81M",141.67639
"14.10.2019",171.16,172.84,173.34,170.79,"7.86M",141.64108
"11.10.2019",172.94,170.77,174.88,169.57,"19.37M",141.61004
"10.10.2019",166.07,165.96,168.57,164.09,"11.54M",141.57706
"09.10.2019",165.19,165.5,166.58,163.42,"11.19M",141.55125
"08.10.2019",161.93,164.3,165.22,161.68,"15.94M",141.52632
"07.10.2019",168.32,168.83,172.3,167.21,"12.03M",141.50477
"04.10.2019",170.34,169.6,170.7,167.56,"8.86M",141.47643
"03.10.2019",169.48,166.65,170.18,165,"10.39M",141.44588
"02.10.2019",165.77,162.82,166.88,161.9,"11.60M",141.41619
"01.10.2019",165.15,168.01,168.23,163.64,"14.19M",141.39036
"30.09.2019",167.23,169.89,170.2,166.45,"14.95M",141.36514
"27.09.2019",165.98,176,176.5,163.15,"33.31M",141.33765
"26.09.2019",175,177,178.23,174.83,"10.00M",141.31144
"25.09.2019",176.66,172.3,176.99,171.72,"11.84M",141.27556
"24.09.2019",171.55,179.17,179.49,171.3,"14.55M",141.23784
"23.09.2019",176.98,181.25,181.33,176.8,"14.15M",141.20549
"20.09.2019",182.51,182.31,183.82,178.84,"24.82M",141.16726
"19.09.2019",180.46,180.9,184.13,180.43,"15.16M",141.12305
"18.09.2019",180,179.15,180.17,177.58,"9.29M",141.08093
"17.09.2019",179,176.85,179.12,176.05,"7.57M",141.03922
"16.09.2019",177.07,177.75,179.17,175.37,"10.73M",140.99849
"13.09.2019",179.17,179.74,180.18,178.61,"9.48M",140.95974
"12.09.2019",178.24,177.89,180.5,177,"12.51M",140.91866
"11.09.2019",176.09,176,176.66,174.15,"7.04M",140.87848
"10.09.2019",174.99,176.28,176.3,172.22,"9.83M",140.84054
"09.09.2019",177.78,177.88,177.99,175.86,"6.93M",140.8037
"06.09.2019",176.69,179.01,179.22,176.21,"8.30M",140.76377
"05.09.2019",178.94,176.88,178.95,176.52,"11.17M",140.72493
"04.09.2019",174.33,176.26,176.55,173.99,"7.22M",140.68357
"03.09.2019",172.41,173,174.72,172.15,"8.51M",140.64712
"30.08.2019",175.03,174.35,175.25,172.66,"10.30M",140.61267
"29.08.2019",172.81,171,173.96,170.95,"11.58M",140.5753
"28.08.2019",167.48,164.64,168,164.2,"9.51M",140.54026
"27.08.2019",166.2,167.2,168.19,165.19,"12.78M",140.51095
"26.08.2019",165.9,166.49,167.45,165.53,"8.65M",140.48296
"23.08.2019",164.54,169.69,171.49,163.83,"20.91M",140.45525
"22.08.2019",171.91,174.1,174.98,170.5,"11.58M",140.42895
"21.08.2019",175.24,177.22,178.5,174.89,"10.63M",140.39455
"20.08.2019",177.21,175.91,177.99,175.62,"10.34M",140.35642
"19.08.2019",178.28,177.43,178.8,175.59,"16.01M",140.31606
"16.08.2019",174.6,170,177.55,168.57,"25.95M",140.27443
"15.08.2019",166.97,170.11,171,164.36,"36.34M",140.23675
"14.08.2019",162.06,161.34,163,159.21,"20.80M",140.20737
"13.08.2019",164.03,160.64,167.36,159.57,"23.25M",140.18333
"12.08.2019",159.31,157.5,159.38,155.54,"14.42M",140.15707
"09.08.2019",159.12,160.98,161.99,159.11,"11.89M",140.13595
"08.08.2019",162.22,161.71,162.3,159.12,"19.27M",140.115
"07.08.2019",159.17,155.73,159.48,155.3,"17.92M",140.09057
"06.08.2019",157.43,158.48,158.73,156.11,"25.00M",140.06947
"05.08.2019",153.67,155.03,157.23,151.85,"28.91M",140.05024
"02.08.2019",161,162.56,163.85,160.35,"27.10M",140.03514
"01.08.2019",165.65,174.54,175.71,162.1,"32.73M",140.01188
"31.07.2019",173.11,173.71,174.89,170.09,"14.63M",139.98339
"30.07.2019",174.1,174.25,175.71,172.89,"14.30M",139.94654
