"date","close","open","high","low","volume","sma"
"29.07.2019",177.02,178.43,179.88,175.35,"15.13M",139.90851
"26.07.2019",178.74,178.25,179.4,176.88,"15.28M",139.86713
"25.07.2019",177.29,178.49,179.15,175.37,"14.05M",139.82375
"24.07.2019",178.67,178,178.96,176.94,"14.93M",139.78189
"23.07.2019",178.09,175.39,178.64,174.84,"20.88M",139.73839
"22.07.2019",174,173.5,174.28,171.44,"18.50M",139.69544
"19.07.2019",172.99,174.87,175.15,172.99,"13.65M",139.65698
"18.07.2019",172.8,173.41,174.4,172.06,"15.61M",139.61957
"17.07.2019",174.82,172.75,176.22,172.49,"15.03M",139.58229
"16.07.2019",174.19,174.2,175.52,173.46,"19.04M",139.54265
"15.07.2019",173.5,171.5,173.75,170.42,"22.20M",139.50364
"12.07.2019",169.07,168,170.2,167.65,"18.10M",139.46531
"11.07.2019",166.55,167.56,168.42,165,"14.80M",139.4319
"10.07.2019",166.93,171.24,171.37,166.86,"16.68M",139.40125
"09.07.2019",168.8,167.09,168.98,166.5,"15.78M",139.37011
"08.07.2019",168.45,170.09,170.28,168.35,"16.53M",139.33678
"05.07.2019",173.3,173.75,173.82,172.82,"12.62M",139.30378
"03.07.2019",174.67,175.69,175.85,173.85,"8.53M",139.26519
"02.07.2019",175.45,175.13,175.55,174.25,"14.16M",139.22495
"01.07.2019",175.05,175.87,177.95,174.36,"25.91M",139.18374
"28.06.2019",169.45,170.2,170.89,167.96,"19.97M",139.14289
"27.06.2019",170.9,170.62,171.98,169.38,"18.35M",139.10834
"26.06.2019",168.99,168.28,171.24,168.15,"22.42M",139.07204
"25.06.2019",165.8,167.04,167.34,164.62,"20.45M",139.03785
"24.06.2019",168.1,168.4,168.88,165.78,"18.42M",139.00723
"21.06.2019",167.55,167.48,169.47,166.77,"17.42M",138.97391
"20.06.2019",168.25,170.19,170.48,166.28,"24.00M",138.94114
"19.06.2019",165.46,167.77,167.9,163.42,"20.80M",138.90749
"18.06.2019",165.51,162.89,169.11,161.95,"35.75M",138.87697
"17.06.2019",159.91,157.53,160.55,157.42,"16.08M",138.84632
"14.06.2019",158.1,158.37,158.71,157.23,"14.98M",138.82205
"13.06.2019",160.33,160.55,161.32,159.8,"17.57M",138.79982
"12.06.2019",160.04,160.47,161.7,158.81,"16.33M",138.77495
"11.06.2019",162.65,164.2,165.68,161.92,"23.41M",138.75037
"10.06.2019",159.85,158.78,161.98,157.4,"36.47M",138.72271
"07.06.2019",154.23,152.95,155.69,152.21,"17.82M",138.69823
"06.06.2019",151.5,152,152.7,150.57,"15.76M",138.68021
"05.06.2019",151.65,155.17,156.11,149.31,"23.21M",138.66532
"04.06.2019",154.15,151.56,155.2,150.64,"27.42M",138.65022
"03.06.2019",149.91,149.6,151.77,148.84,"25.25M",138.63218
"31.05.2019",149.26,149.63,150.68,147.95,"26.88M",138.61903
"30.05.2019",151.07,152.36,153.37,150.25,"17.34M",138.60662
"29.05.2019",152.48,153.58,154.38,150.71,"30.07M",138.59206
"28.05.2019",154.81,156.4,157.07,153.22,"38.60M",138.57581
"24.05.2019",155,157.62,158.43,154.9,"21.49M",138.5568
"23.05.2019",156,155.45,158.48,154.41,"26.89M",138.53753
"22.05.2019",158.83,162.41,162.82,158.07,"25.83M",138.51703
"21.05.2019",163.43,163.16,165.59,162.52,"22.01M",138.49316
"20.05.2019",160.65,164.44,164.57,160.02,"33.41M",138.46382
"17.05.2019",169.57,171.69,172.29,168.49,"22.54M",138.43769
"16.05.2019",175.57,178.18,178.25,174.75,"20.58M",138.40098
"15.05.2019",177.6,177.06,180.24,173.32,"37.61M",138.3571
"14.05.2019",174.84,172.75,175.15,171.48,"17.87M",138.31071
"13.05.2019",170.01,169.79,172.47,168.78,"22.33M",138.26748
"10.05.2019",178,180.18,180.79,174.1,"18.99M",138.22987
"09.05.2019",179.04,175.43,180.69,173.07,"22.73M",138.18269
"08.05.2019",179.59,180.95,183.2,178.58,"16.61M",138.13417
"07.05.2019",181.43,186.05,186.45,179.63,"22.66M",138.08488
"06.05.2019",188.24,185.17,189,184.83,"23.94M",138.03327
"03.05.2019",195.21,191.88,195.72,191.88,"14.52M",137.97343
"02.05.2019",190.39,189.42,192.7,186.65,"11.47M",137.90513
"01.05.2019",189.31,186.75,193.19,185.88,"17.41M",137.84243
"30.04.2019",185.57,186.3,188.25,183.82,"15.08M",137.78086
"29.04.2019",186.94,187.42,188,185.76,"8.66M",137.72363
"26.04.2019",187.09,187.88,188.74,185.51,"9.42M",137.66462
"25.04.2019",187.88,185.24,188.13,183.96,"10.33M",137.60528
"24.04.2019",185.67,186.76,186.9,184.58,"9.09M",137.54486
"23.04.2019",187.29,186,188.15,185.44,"11.41M",137.48694
"22.04.2019",185.38,184.5,186.47,183.61,"8.68M",137.42694
"18.04.2019",186.94,186.41,187.28,185.39,"7.88M",137.3691
"17.04.2019",187.55,187.34,188.2,185.78,"11.61M",137.30923
"16.04.2019",185.78,185.55,185.79,183.4,"12.20M",137.24848
"15.04.2019",183.07,188.06,188.17,182.56,"14.62M",137.18972
"12.04.2019",188.91,187.71,189.79,187.14,"12.60M",137.13411
"11.04.2019",184.98,185.15,186.06,183.75,"8.90M",137.07127
"10.04.2019",186.19,186.69,187.4,184,"10.66M",137.01306
"09.04.2019",187.19,186.49,187.89,186.16,"11.58M",136.95324
"08.04.2019",186.5,184.19,187.82,184.01,"14.73M",136.89205
"05.04.2019",185.35,182.51,185.5,182,"18.71M",136.83155
"04.04.2019",181.07,177.04,181.96,176.89,"17.00M",136.77231
"03.04.2019",178.32,179.51,180.7,176.76,"26.82M",136.71815
"02.04.2019",181.74,181.46,183.56,180.95,"8.02M",136.66723
"01.04.2019",180.89,185.09,185.56,180.89,"12.71M",136.612
"29.03.2019",182.45,180.73,182.6,179,"13.85M",136.55767
"28.03.2019",177.73,177.47,178.53,175.97,"7.23M",136.50129
"27.03.2019",177.03,177.7,179.83,176.91,"8.37M",136.45058
"26.03.2019",178.08,179.7,180.65,177.09,"7.90M",136.4006
"25.03.2019",178.77,174.33,178.9,174.1,"7.51M",136.34921
"22.03.2019",176.26,179.77,180.48,175.34,"11.69M",136.29684
"21.03.2019",181.5,178.95,181.73,178.52,"9.75M",136.24744
"20.03.2019",181.28,180.94,181.95,178.43,"15.90M",136.19144
"19.03.2019",182.14,181.63,183.36,180.85,"10.24M",136.13556
"18.03.2019",181.83,181.93,182.89,180.76,"7.85M",136.07849
"15.03.2019",180.97,180.66,181.45,179.66,"10.84M",136.02165
"14.03.2019",180.36,179.06,180.82,178.01,"9.27M",135.96575
"13.03.2019",180.7,180.73,182.53,179.26,"8.87M",135.91046
"12.03.2019",180.63,182.04,182.18,179.51,"8.66M",135.85461
"11.03.2019",180.41,177.83,181.72,177.58,"13.76M",135.79871
"08.03.2019",175.03,171.56,175.35,171.56,"14.67M",135.74295
"07.03.2019",177.32,180.91,181.8,176.73,"16.49M",135.69378
"06.03.2019",184.17,184.38,185.59,183.02,"10.01M",135.64162
"05.03.2019",185,186.94,188.08,185,"11.51M",135.58073
"04.03.2019",187.25,186,187.34,184.46,"14.76M",135.51864
"01.03.2019",183.88,185.09,186.9,183.38,"14.35M",135.45357
"28.02.2019",183.03,183.01,184.3,181.47,"12.37M",135.39258
"27.02.2019",184.58,181.72,184.93,180.88,"16.74M",135.33251
"26.02.2019",183.54,179.79,184.35,179.37,"13.87M",135.27033
"25.02.2019",183.25,181.26,183.72,180.73,"22.83M",135.2093
"22.02.2019",176.92,172.8,177.02,172.52,"16.18M",135.14849
"21.02.2019",171.66,171,171.78,169.8,"8.43M",135.09555
"20.02.2019",170.71,171,172.68,170.61,"12.45M",135.04915
"19.02.2019",170.18,166.98,171.15,166.5,"12.98M",135.00384
"15.02.2019",166.15,168.61,168.77,165.41,"12.10M",134.95908
"14.02.2019",168.38,167.64,168.5,166.61,"8.72M",134.91935
"13.02.2019",169.4,169.91,171.05,168.99,"8.66M",134.87667
"12.02.2019",168.71,169.6,170.49,168.61,"8.59M",134.83258
"11.02.2019",167.45,168.85,170.33,167.45,"7.26M",134.78926
"08.02.2019",167.36,163.83,167.65,163.75,"8.33M",134.74744
"07.02.2019",166.96,169.16,169.61,164.34,"11.91M",134.70563
"06.02.2019",171.52,171.86,173.09,169.99,"11.27M",134.66422
"05.02.2019",171.83,168.55,171.95,168,"12.80M",134.61685
"04.02.2019",166.7,166.32,167.55,165.61,"7.38M",134.56896
"01.02.2019",167.97,168,169.4,167.63,"10.77M",134.52755
"31.01.2019",168.49,167.8,169.73,165.7,"21.22M",134.4844
"30.01.2019",166.82,161.29,167.84,160.5,"37.00M",134.44047
"29.01.2019",156.88,159.04,160.37,155.92,"18.35M",134.39858
"28.01.2019",158.92,157.8,159.69,155.3,"10.14M",134.36946
"25.01.2019",159.21,158.91,160.5,157.43,"16.46M",134.33761
"24.01.2019",155.86,151.47,156,151.21,"11.00M",134.30531
"23.01.2019",152.03,154.65,155.18,150.95,"10.20M",134.27728
"22.01.2019",152.15,154.4,155.44,150.21,"21.29M",134.25417
"18.01.2019",157.02,158.45,159.49,154.73,"19.61M",134.23083
"17.01.2019",155.97,152.11,158.55,151.9,"16.15M",134.20108
"16.01.2019",154.84,152.81,155.39,151.5,"14.81M",134.17263
"15.01.2019",150.88,150.68,154.17,149.96,"15.00M",134.14558
"14.01.2019",149.27,148.5,150.57,146.54,"13.36M",134.12364
"11.01.2019",151.32,151.83,153.38,150.14,"9.59M",134.10377
"10.01.2019",151.69,149.81,152.03,148.88,"14.22M",134.08114
"09.01.2019",151.92,149.89,153.35,148.5,"20.21M",134.05797
"08.01.2019",146.79,145,147.55,142.06,"16.49M",134.03444
"07.01.2019",143.1,140.55,144.08,139.01,"17.24M",134.01761
"04.01.2019",139.75,134.26,141.08,133.66,"22.85M",134.00561
"03.01.2019",130.6,134.27,134.87,129.83,"19.53M",133.99802
"02.01.2019",136.7,134.13,137.75,133.03,"16.71M",134.00252
"31.12.2018",137.07,141.83,142.02,136.04,"11.19M",133.99894
"28.12.2018",139.09,139.2,140.98,136.79,"11.96M",133.99486
"27.12.2018",138.45,135.05,138.45,133.89,"11.46M",133.98809
"26.12.2018",138,132.87,138.02,130.18,"14.86M",133.98214
"24.12.2018",131.89,130,134.57,129.77,"11.24M",133.97679
"21.12.2018",132,137.08,137.19,130.23,"28.79M",133.97957
"20.12.2018",135.11,135.83,137.75,132.91,"24.10M",133.98222
"19.12.2018",137.14,141.04,141.32,135.73,"27.66M",133.98071
"18.12.2018",140.82,144.28,144.75,140.11,"17.85M",133.97647
"17.12.2018",143.98,146.5,147.94,142.24,"15.79M",133.96729
"14.12.2018",149,147.71,150.7,145.72,"15.56M",133.95383
"13.12.2018",151.48,153.05,153.46,150.52,"12.26M",133.93358
"12.12.2018",151.5,155.24,156.17,151.43,"16.62M",133.90993
"11.12.2018",151.83,155.26,156.24,150.9,"13.65M",133.88619
"10.12.2018",151.43,150.39,152.81,147.48,"15.53M",133.86195
"07.12.2018",153.06,155.4,158.05,151.73,"17.45M",133.83817
"06.12.2018",155.83,153,155.87,150.51,"25.34M",133.81213
"04.12.2018",158.34,164.88,164.98,156.46,"22.20M",133.78225
"03.12.2018",163.74,168.64,168.8,163.51,"31.08M",133.74889
"30.11.2018",160.86,157.9,160.86,156.72,"35.07M",133.70808
"29.11.2018",156.28,158.08,159,153.54,"20.53M",133.67109
"28.11.2018",159.34,159.01,159.8,155.26,"20.77M",133.64025
"27.11.2018",156.46,154.64,157.94,153.58,"17.91M",133.60514
"26.11.2018",156.01,153.21,156.53,152.37,"16.15M",133.57387
"23.11.2018",150.33,147.3,151.17,147,"7.44M",133.54314
"21.11.2018",149.41,149.06,151.48,148.65,"14.72M",133.52011
"20.11.2018",145.98,144.48,148.07,142.82,"19.47M",133.49828
"19.11.2018",149.53,152.02,153.21,148.77,"18.09M",133.48111
"16.11.2018",154.1,155.04,155.8,152.14,"20.04M",133.45901
"15.11.2018",156.22,152.9,157.4,150.89,"30.08M",133.43054
"14.11.2018",150.44,150.21,152.15,148.44,"21.79M",133.39906
"13.11.2018",146.98,144.83,149.94,143.91,"19.58M",133.37549
"12.11.2018",142.82,145.01,146.41,139.97,"16.52M",133.35665
"09.11.2018",144.85,145.57,145.72,142.48,"16.22M",133.34352
"08.11.2018",148.99,150.99,151.88,146.69,"17.07M",133.32754
"07.11.2018",152.5,150.77,152.8,148.94,"17.88M",133.30576
"06.11.2018",147.44,145.87,149.96,145.32,"17.85M",133.27903
"05.11.2018",144.64,146.22,149.37,144.23,"16.20M",133.25927
"02.11.2018",147.59,152.56,154.36,146.28,"45.99M",133.24338
"01.11.2018",151.25,144.98,152.32,138.62,"47.04M",133.22331
"31.10.2018",142.28,141.35,142.65,139.14,"23.65M",133.19807
"30.10.2018",136.33,132.28,136.4,130.06,"25.23M",133.18533
"29.10.2018",133.38,142.42,144,131.36,"35.12M",133.18091
"26.10.2018",142.87,139,145.83,138.55,"19.48M",133.18063
"25.10.2018",144.6,142.5,144.91,141.01,"13.66M",133.16699
"24.10.2018",139.61,145.18,146.69,139.34,"18.51M",133.15086
"23.10.2018",146.65,143.22,147.51,142.62,"19.95M",133.14174
"22.10.2018",148.8,148.99,150.2,146.1,"22.59M",133.12263
"19.10.2018",142.93,145.34,146.77,142.61,"14.86M",133.10042
"18.10.2018",142.02,145.85,146.28,140.8,"20.62M",133.08648
"17.10.2018",148.14,150.68,150.68,146.37,"16.87M",133.07379
"16.10.2018",149.6,145.71,149.76,145.26,"18.37M",133.05236
"15.10.2018",144.16,144.77,145.69,142.3,"18.57M",133.02879
"12.10.2018",147.29,148.62,149,144.52,"30.76M",133.01291
"11.10.2018",141.9,135.53,142.91,135.14,"43.21M",132.99251
"10.10.2018",138.29,142.5,144,137.92,"55.83M",132.97977
"09.10.2018",146.94,147.97,150.59,146.47,"31.07M",132.97216
"08.10.2018",151.14,150.2,152.64,148.34,"25.06M",132.95212
"05.10.2018",154.63,156.14,157.12,152.25,"20.27M",132.92599
"04.10.2018",156.13,160.06,160.08,153.87,"32.18M",132.89476
"03.10.2018",162.37,163.15,164.54,161.93,"13.12M",132.86128
"02.10.2018",160.23,159.79,161.03,158.27,"14.73M",132.8187
"01.10.2018",162,165.92,165.95,161.56,"10.62M",132.77909
"28.09.2018",164.76,164.9,165.66,163.3,"10.49M",132.7368
"27.09.2018",166.32,166.39,167.05,164.92,"12.69M",132.69039
"26.09.2018",165.4,165.52,167.39,164.87,"13.59M",132.64158
"25.09.2018",164.25,164.05,165.44,162.83,"9.59M",132.59397
"24.09.2018",163.16,162.81,163.4,160.1,"13.12M",132.54789
"21.09.2018",164.63,169.46,169.84,164.5,"22.08M",132.50327
"20.09.2018",165.88,166.89,167.7,164.72,"22.82M",132.45636
"19.09.2018",162.63,158.82,163.13,158.82,"23.03M",132.4075
"18.09.2018",156.65,156.88,159.4,155.52,"27.24M",132.36325
"17.09.2018",158.89,161.5,161.65,158.29,"20.42M",132.32764
"14.09.2018",164.74,167.88,168,163.38,"23.42M",132.28863
"13.09.2018",165.53,165.41,167.22,164.01,"25.70M",132.24091
"12.09.2018",161.46,158.2,162.82,156.18,"32.49M",132.19189
"11.09.2018",157.46,153.18,158.45,152.85,"25.91M",132.14872
"10.09.2018",156.36,158.59,160.72,155,"39.09M",132.11133
"07.09.2018",162.37,159.95,164.61,159.51,"19.45M",132.07546
"06.09.2018",159.87,164.16,166.48,158.67,"33.05M",132.03058
"05.09.2018",164.23,167.48,168.28,162.03,"35.69M",131.98927
"04.09.2018",170.44,173.5,173.95,169,"23.45M",131.94137
"31.08.2018",175.01,173.11,176.68,172.76,"13.73M",131.88408
"30.08.2018",174.6,177.33,178.1,174.12,"17.09M",131.81981
"29.08.2018",178.5,179.35,179.66,176.83,"11.91M",131.75596
"28.08.2018",178.19,182.15,182.38,177.5,"15.32M",131.68608
"27.08.2018",180.65,177.1,180.88,176.22,"23.53M",131.61647
"24.08.2018",174.23,175,176.37,172.45,"30.44M",131.54295
"23.08.2018",172.23,184.97,186.5,171.91,"78.84M",131.47886
"22.08.2018",177.85,178.15,179.74,175.5,"27.14M",131.41758
"21.08.2018",177.92,177.63,179.67,176.97,"20.34M",131.34765
"20.08.2018",176.29,175.22,178.86,174.36,"25.90M",131.27741
"17.08.2018",172.78,172.52,174.2,168.38,"24.70M",131.20941
"16.08.2018",171.99,172.33,175.7,171.57,"34.26M",131.14652
"15.08.2018",169.83,167.11,169.85,165.39,"41.28M",131.08464
"14.08.2018",172.53,175.14,176.2,170.77,"38.51M",131.02584
"13.08.2018",177.68,179.65,180.65,177,"14.68M",130.96277
"10.08.2018",180.01,175.57,180.45,174.75,"22.05M",130.89166
"09.08.2018",177.19,179.31,180.63,176.76,"35.22M",130.81678
"08.08.2018",177.52,180,180.18,176.55,"21.15M",130.74598
"07.08.2018",179.92,180.29,183,179.74,"20.62M",130.67446
"06.08.2018",178.62,180.7,180.86,177.49,"35.42M",130.59905
"03.08.2018",180.84,184.15,184.5,180.08,"18.19M",130.5254
"02.08.2018",182.6,181.54,182.9,179.78,"20.98M",130.44811
"01.08.2018",185.27,186,189.06,183.96,"14.37M",130.36788
"31.07.2018",187.23,186.4,188.95,183.99,"17.02M",130.28328
"30.07.2018",184.82,190.22,190.59,182.06,"19.91M",130.1954
"27.07.2018",189.42,196.1,196.27,186.93,"19.92M",130.11097
"26.07.2018",194.18,193.21,196.12,192.62,"13.89M",130.01916
"25.07.2018",197.98,190.61,198.35,190.14,"20.74M",129.91969
"24.07.2018",189,190.19,193.07,188.35,"18.41M",129.81401
"23.07.2018",187.04,187.18,187.81,184.8,"11.00M",129.72196
"20.07.2018",187.25,189.49,189.5,186.61,"12.81M",129.63268
"19.07.2018",187.34,188.68,189.68,186.87,"13.37M",129.54279
"18.07.2018",190.79,192.45,193.23,189.91,"10.80M",129.45248
"17.07.2018",192.66,188.65,192.95,187.9,"13.27M",129.35649
"16.07.2018",190.35,189.57,191.37,189.15,"12.21M",129.25727
"13.07.2018",190.04,191.61,192.12,189.3,"12.56M",129.16137
"12.07.2018",190.17,190.77,192.58,189.79,"17.44M",129.06564
"11.07.2018",187.42,188.6,190.05,187.42,"15.95M",128.96942
"10.07.2018",192.55,192.89,195.13,191.48,"12.61M",128.87722
"09.07.2018",192.75,194.45,194.69,190.87,"15.47M",128.77664
"06.07.2018",192.27,186.01,192.49,185.54,"17.04M",128.67541
"05.07.2018",186.88,187.17,187.44,182.9,"18.41M",128.57463
"03.07.2018",184.75,187.88,188.5,184.36,"11.67M",128.48208
"02.07.2018",186.36,181.66,186.36,181.06,"17.33M",128.39262
"29.06.2018",185.53,185.36,188.97,184.26,"26.02M",128.30032
"28.06.2018",188.38,183.2,188.96,182.04,"19.55M",128.20904
"27.06.2018",185.02,193.46,193.6,184.89,"23.89M",128.11292
"26.06.2018",191.42,193.34,193.66,188.42,"20.74M",128.02187
"25.06.2018",191.25,197.85,198.1,187.86,"32.75M",127.92027
"22.06.2018",202.01,203.38,203.8,200.25,"9.62M",127.81862
"21.06.2018",202.21,205.84,206,201.04,"13.96M",127.69934
"20.06.2018",206.23,205.05,207.23,205.02,"15.56M",127.57936
"19.06.2018",204.43,203.53,204.51,199.5,"24.48M",127.4525
"18.06.2018",208.57,205.16,208.6,203.88,"14.65M",127.32814
"15.06.2018",208,207.49,210.08,206.01,"28.67M",127.19668
"14.06.2018",210.86,207.72,211.12,207.51,"18.84M",127.06572
"13.06.2018",206.62,209.44,209.65,206.6,"13.84M",126.92969
"12.06.2018",209.08,206.95,209.8,206.9,"15.91M",126.80011
"11.06.2018",205.7,206.5,207.6,205.01,"12.06M",126.66611
"08.06.2018",205.07,201.11,206.23,200.43,"17.53M",126.53718
"07.06.2018",203.62,207.46,209,200.88,"26.75M",126.40886
"06.06.2018",208.3,209.86,210.46,207.29,"13.80M",126.28249
"05.06.2018",208.37,209.95,211.7,207.13,"17.79M",126.14803
"04.06.2018",208.95,205.12,209.75,204.73,"19.36M",126.01302
"01.06.2018",204.34,199.5,204.99,199.45,"23.13M",125.87661
"31.05.2018",198.01,198,199.48,196.85,"17.98M",125.74735
"30.05.2018",197.98,199.7,200.54,197.5,"13.93M",125.6281
"29.05.2018",198,197.94,202.28,197,"18.77M",125.50851
"25.05.2018",199.2,197.57,201.5,197.21,"21.27M",125.38849
"24.05.2018",197.37,198.12,199.72,195.7,"18.53M",125.26609
"23.05.2018",196.8,193.88,196.9,192.8,"12.81M",125.14631
"22.05.2018",195.87,198.3,198.63,195.7,"9.70M",125.02709
"21.05.2018",197.64,197.8,199.79,196.4,"13.83M",124.90902
"18.05.2018",195,196.43,197.78,194.72,"14.24M",124.7876
"17.05.2018",196.02,196,198.43,195.57,"13.47M",124.67018
"16.05.2018",198.11,196.75,199.75,196.3,"12.89M",124.55067
"15.05.2018",196.61,195.23,196.78,193.86,"12.69M",124.42725
"14.05.2018",198.64,195.9,200,195.87,"17.63M",124.30593
"11.05.2018",194.36,196.4,196.46,193.38,"12.74M",124.18079
"10.05.2018",195.96,196.3,199.77,195.16,"21.30M",124.06245
"09.05.2018",195.43,195.84,197.38,194.5,"13.78M",123.941
"08.05.2018",196.31,194.2,197.34,193.01,"21.86M",123.82003
"07.05.2018",195.35,190.41,196.6,190.3,"29.86M",123.69717
"04.05.2018",188.89,180.4,190.6,178.62,"57.79M",123.57552
"03.05.2018",182.45,183.5,183.59,175.77,"26.26M",123.46444
"02.05.2018",181.45,180.8,184.26,180.11,"20.68M",123.36395
"01.05.2018",179.5,177.58,180.32,177.44,"10.79M",123.26483
"30.04.2018",178.54,178.09,180.04,177.05,"14.65M",123.1687
"27.04.2018",177.16,177.11,178.2,174.01,"15.06M",123.07389
"26.04.2018",173.9,173.25,174.36,172.05,"13.40M",122.98111
"25.04.2018",170.22,170.52,171.3,166.64,"17.13M",122.89363
"24.04.2018",173.09,177.63,178,170.68,"14.57M",122.81217
"23.04.2018",175.57,178.63,179.32,174.71,"12.03M",122.72548
"20.04.2018",179.11,179.36,181.39,177.53,"14.47M",122.63421
"19.04.2018",181.39,183.26,183.63,179.52,"11.99M",122.53651
"18.04.2018",182.68,178.9,182.88,177.64,"16.97M",122.43451
"17.04.2018",178.7,174.83,179.34,174.83,"16.29M",122.32991
"16.04.2018",174.7,172.01,174.79,171.01,"9.88M",122.23188
"13.04.2018",172.04,176.72,176.8,171.07,"13.53M",122.14047
"12.04.2018",175.92,175.93,177.9,174.56,"11.13M",122.05339
"11.04.2018",175.36,176.48,178.16,174.74,"10.17M",121.95921
"10.04.2018",177.1,175.1,177.88,173.85,"20.60M",121.86569
"09.04.2018",169.87,169.75,172.72,168.61,"14.72M",121.76879
"06.04.2018",167.52,169.84,172.27,166.4,"18.21M",121.68425
"05.04.2018",172.57,175.48,176.56,171.17,"18.25M",121.60356
"04.04.2018",172.07,166.88,172.41,166.13,"24.57M",121.51367
"03.04.2018",174.67,179.26,179.58,173,"19.98M",121.42435
"02.04.2018",177.61,182.81,183.51,175.75,"16.03M",121.33011
"29.03.2018",183.54,180.88,185.13,178.62,"16.38M",121.23032
"28.03.2018",178.91,180.73,183.44,177.57,"20.08M",121.11964
"27.03.2018",181.89,192.24,192.25,180.66,"16.63M",121.01681
"26.03.2018",190.5,187.89,190.62,184.32,"16.76M",120.90831
"23.03.2018",181.2,186.85,188.48,180.4,"18.71M",120.78404
"22.03.2018",184.65,190.75,192.39,184.6,"25.36M",120.67596
"21.03.2018",195.3,198.8,198.88,194.57,"12.05M",120.56131
"20.03.2018",198.95,194.95,199.21,194.54,"11.95M",120.42713
"19.03.2018",194.53,198,198.43,192.8,"19.68M",120.2859
"16.03.2018",200.28,198.4,200.38,197.26,"26.95M",120.15213
"15.03.2018",199.06,198.44,201.5,196.52,"33.63M",120.00749
"14.03.2018",192.56,190.29,193.63,190.22,"20.03M",119.86454
"13.03.2018",188.41,193.88,194.25,187.39,"14.83M",119.73284
"12.03.2018",192.74,192.3,194.4,190.9,"17.83M",119.6082
"09.03.2018",190.55,189.64,190.7,188.01,"14.21M",119.47524
"08.03.2018",187.18,189.05,190.23,186.57,"14.33M",119.34577
"07.03.2018",189.05,184.37,189.07,184.32,"13.73M",119.22199
"06.03.2018",187.37,185.19,188.01,184.82,"17.86M",119.09433
"05.03.2018",181.6,179.41,181.95,177.07,"15.66M",118.96929
"02.03.2018",179.76,178.01,180.23,175.45,"18.91M",118.85437
"01.03.2018",181.99,186.18,187.48,180.05,"17.29M",118.74241
"28.02.2018",186.14,187.25,188.24,185,"19.37M",118.62593
"27.02.2018",188.26,192.59,193.57,187.21,"23.22M",118.50137
"26.02.2018",194.19,194.46,195.15,190.65,"19.46M",118.37242
"23.02.2018",193.29,190.18,193.41,189.95,"16.94M",118.23202
"22.02.2018",188.75,190.2,190.74,187.77,"12.28M",118.09276
"21.02.2018",188.82,189.37,193.17,188.46,"22.07M",117.96143
"20.02.2018",187.19,183.67,188.83,183,"14.85M",117.82948
"16.02.2018",183.68,186.75,188.27,183.54,"16.11M",117.70007
"15.02.2018",187.45,189.25,189.56,184.43,"14.36M",117.57675
"14.02.2018",186.76,179.22,186.93,178.9,"21.05M",117.4459
"13.02.2018",179.25,177.42,182.15,177,"15.51M",117.31585
"12.02.2018",177.44,180.44,180.79,175.09,"18.28M",117.19944
"09.02.2018",176.67,175.12,177.62,168.88,"28.05M",117.08599
"08.02.2018",173.7,182.27,183.1,171.39,"32.05M",116.97357
"07.02.2018",180.3,183.5,186.83,180.3,"19.67M",116.86633
"06.02.2018",185.17,174.72,185.59,174.17,"35.80M",116.74619
"05.02.2018",180.53,183.7,190.47,179.9,"31.08M",116.61636
"02.02.2018",187.31,194.79,195.68,186.8,"32.23M",116.49485
"01.02.2018",192.22,192.75,199.49,191.14,"52.63M",116.35996
"31.01.2018",204.29,202.82,206.2,202.8,"26.98M",116.21519
"30.01.2018",199.66,198.68,202.54,196.49,"23.38M",116.04679
"29.01.2018",203.01,204.83,205.69,201.82,"21.91M",115.88661
"26.01.2018",205.22,200.33,205.23,199.21,"23.77M",115.71939
"25.01.2018",198.33,196.34,199.59,194.1,"23.42M",115.54727
"24.01.2018",195.53,194.71,198.86,192.4,"34.50M",115.38776
"23.01.2018",192.28,185.28,192.4,183.54,"31.31M",115.23305
"22.01.2018",184.02,184.97,185.04,181.68,"16.02M",115.08402
"19.01.2018",184.05,185.15,185.24,182.8,"15.35M",114.95043
"18.01.2018",184.4,184.28,185.84,182.69,"14.19M",114.81625
"17.01.2018",183.83,183.3,184.8,179.32,"21.35M",114.68088
"16.01.2018",182.4,190.4,191.74,181.75,"27.43M",114.54608
"12.01.2018",187.79,189.91,190.2,187.25,"11.79M",114.41355
"11.01.2018",188.75,189.73,190.43,188.1,"12.40M",114.26996
"10.01.2018",189.79,188.1,190.39,186.58,"17.94M",114.12392
"09.01.2018",190.8,191.13,192.49,188,"19.50M",113.97527
"08.01.2018",190.33,190.46,191.66,189.07,"16.23M",113.82404
"05.01.2018",190.7,187.17,190.75,186.3,"18.17M",113.67314
"04.01.2018",185.71,185.9,187.75,184.43,"19.47M",113.52091
"03.01.2018",184,185.19,185.63,181.4,"20.12M",113.37796
"02.01.2018",183.65,176.4,184.1,175.7,"29.92M",113.23784
"29.12.2017",172.43,172.28,173.67,171.2,"9.70M",113.09785
"28.12.2017",172.3,173.04,173.53,171.67,"9.51M",112.97966
"27.12.2017",172.97,172.29,173.87,171.73,"10.15M",112.86126
"26.12.2017",172.33,174.55,175.15,171.73,"12.91M",112.74104
"22.12.2017",176.29,175.84,176.66,175.04,"12.52M",112.62162
"21.12.2017",175.32,172.8,176.25,172.65,"14.81M",112.49378
"20.12.2017",172.64,171.79,172.9,170.8,"17.12M",112.36736
"19.12.2017",171.28,171.97,173,170.51,"23.94M",112.24585
